karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,33,65,0-1 m,0.480000,0.482466,2.4662,5137.86
Kartierung Versuch 3,33,66,1-2 m,1.073313,1.078797,5.4841,5109.48
Kartierung Versuch 3,33,67,1-2 m,1.080000,1.084533,4.5326,4196.89
Kartierung Versuch 3,33,68,1-2 m,1.444991,1.452635,7.6436,5289.70
Kartierung Versuch 3,33,100,2-3 m,2.558281,2.580743,22.4627,8780.37
Kartierung Versuch 3,33,101,2-3 m,2.227285,2.247416,20.1308,9038.25
Kartierung Versuch 3,33,102,2-3 m,2.024055,2.038411,14.3555,7092.43
Kartierung Versuch 3,33,103,1-2 m,1.988165,1.997764,9.5988,4827.99
Kartierung Versuch 3,33,104,2-3 m,2.128098,2.148633,20.5354,9649.67
Kartierung Versuch 3,33,105,1-2 m,1.746224,1.762762,16.5375,9470.41
Kartierung Versuch 3,33,106,1-2 m,1.428741,1.437617,8.8763,6212.71
Kartierung Versuch 3,33,107,1-2 m,1.391690,1.395324,3.6340,2611.20
Kartierung Versuch 3,33,108,2-3 m,2.925884,2.950227,24.3427,8319.78
Kartierung Versuch 3,33,109,2-3 m,2.353041,2.374138,21.0970,8965.85
Kartierung Versuch 3,33,110,1-2 m,1.103087,1.108361,5.2743,4781.36
Kartierung Versuch 3,33,111,1-2 m,1.585181,1.590626,5.4449,3434.86
Kartierung Versuch 3,33,112,2-3 m,2.825739,2.846553,20.8140,7365.85
Kartierung Versuch 3,33,113,2-3 m,2.227285,2.244059,16.7736,7530.96
Kartierung Versuch 3,33,114,0-1 m,0.800500,0.804195,3.6949,4615.73
Kartierung Versuch 3,33,115,1-2 m,1.391690,1.397377,5.6870,4086.41
Kartierung Versuch 3,33,116,1-2 m,1.673559,1.682328,8.7691,5239.80
Kartierung Versuch 3,33,117,1-2 m,1.149478,1.153280,3.8018,3307.42
Kartierung Versuch 3,33,118,0-1 m,0.559732,0.561980,2.2478,4015.86
Kartierung Versuch 3,33,119,0-1 m,0.456946,0.462156,5.2091,11399.84
Kartierung Versuch 3,33,120,1-2 m,1.914367,1.924965,10.5981,5536.10
Kartierung Versuch 3,33,121,1-2 m,1.442498,1.449924,7.4257,5147.83
Kartierung Versuch 3,33,122,1-2 m,1.103087,1.110873,7.7862,7058.55
Kartierung Versuch 3,33,123,1-2 m,1.035761,1.045676,9.9154,9573.09
Kartierung Versuch 3,33,200,3-4 m,3.130339,3.156867,26.5277,8474.39
Kartierung Versuch 3,33,202,2-3 m,2.702411,2.719414,17.0029,6291.74
Kartierung Versuch 3,33,203,1-2 m,1.400223,1.408133,7.9096,5648.83
Kartierung Versuch 3,34,35,1-2 m,1.827786,1.839427,11.6412,6369.00
Kartierung Versuch 3,34,36,1-2 m,1.979091,1.991627,12.5366,6334.51
Kartierung Versuch 3,34,37,1-2 m,1.018234,1.027388,9.1545,8990.58
Kartierung Versuch 3,34,38,0-1 m,0.678823,0.684037,5.2147,7681.95
Kartierung Versuch 3,34,39,2-3 m,2.136539,2.147423,10.8838,5094.10
Kartierung Versuch 3,34,40,1-2 m,1.684280,1.697538,13.2580,7871.59
Kartierung Versuch 3,34,41,1-2 m,1.503596,1.518005,14.4095,9583.37
Kartierung Versuch 3,34,42,0-1 m,0.729932,0.732026,2.0942,2869.08
Kartierung Versuch 3,34,43,1-2 m,1.181863,1.189872,8.0087,6776.34
Kartierung Versuch 3,34,44,2-3 m,2.390983,2.408466,17.4826,7311.89
Kartierung Versuch 3,34,45,2-3 m,2.565307,2.582456,17.1487,6684.87
Kartierung Versuch 3,34,46,1-2 m,1.503596,1.515979,12.3829,8235.55
Kartierung Versuch 3,34,47,2-3 m,2.634540,2.650401,15.8611,6020.45
Kartierung Versuch 3,34,48,2-3 m,2.283156,2.300780,17.6244,7719.31
Kartierung Versuch 3,34,49,1-2 m,1.866762,1.882405,15.6431,8379.80
Kartierung Versuch 3,34,50,1-2 m,1.325443,1.334654,9.2110,6949.38
Kartierung Versuch 3,34,51,3-4 m,3.156707,3.178392,21.6849,6869.46
Kartierung Versuch 3,34,52,1-2 m,1.747226,1.758236,11.0093,6301.03
Kartierung Versuch 3,34,53,2-3 m,2.329979,2.347256,17.2771,7415.14
Kartierung Versuch 3,34,54,1-2 m,1.404564,1.413754,9.1903,6543.20
Kartierung Versuch 3,34,55,2-3 m,2.050561,2.067236,16.6749,8131.85
Kartierung Versuch 3,34,56,0-1 m,0.865332,0.865483,0.1502,173.61
Kartierung Versuch 3,34,57,2-3 m,2.551235,2.564303,13.0679,5122.19
Kartierung Versuch 3,34,58,1-2 m,1.747226,1.762467,15.2406,8722.73
Kartierung Versuch 3,34,59,2-3 m,2.980738,2.997921,17.1830,5764.68
Kartierung Versuch 3,34,60,2-3 m,2.329979,2.348550,18.5717,7970.75
Kartierung Versuch 3,34,61,2-3 m,2.146625,2.157962,11.3371,5281.37
Kartierung Versuch 3,34,62,1-2 m,1.920000,1.934509,14.5087,7556.64
Kartierung Versuch 3,34,63,2-3 m,2.696665,2.712367,15.7025,5822.93
Kartierung Versuch 3,34,64,2-3 m,2.520000,2.537918,17.9183,7110.44
Kartierung Versuch 3,34,65,1-2 m,1.073313,1.081476,8.1630,7605.45
Kartierung Versuch 3,34,66,0-1 m,0.480000,0.482562,2.5615,5336.47
Kartierung Versuch 3,34,67,1-2 m,1.444991,1.454963,9.9721,6901.14
Kartierung Versuch 3,34,68,1-2 m,1.080000,1.087922,7.9222,7335.34
Kartierung Versuch 3,34,100,1-2 m,1.914367,1.931680,17.3132,9043.82
Kartierung Versuch 3,34,101,1-2 m,1.442498,1.457794,15.2957,10603.64
Kartierung Versuch 3,34,102,1-2 m,1.103087,1.111809,8.7227,7907.54
Kartierung Versuch 3,34,103,1-2 m,1.035761,1.038329,2.5685,2479.80
Kartierung Versuch 3,34,104,1-2 m,1.673559,1.688960,15.4006,9202.29
Kartierung Versuch 3,34,105,1-2 m,1.149478,1.161552,12.0738,10503.76
Kartierung Versuch 3,34,106,0-1 m,0.559732,0.563874,4.1418,7399.56
Kartierung Versuch 3,34,107,0-1 m,0.456946,0.453694,-3.2522,-7117.31
Kartierung Versuch 3,34,108,2-3 m,2.825739,2.845525,19.7864,7002.20
Kartierung Versuch 3,34,109,2-3 m,2.227285,2.242849,15.5633,6987.55
Kartierung Versuch 3,34,110,0-1 m,0.800500,0.805529,5.0288,6282.12
Kartierung Versuch 3,34,111,1-2 m,1.391690,1.400079,8.3894,6028.19
Kartierung Versuch 3,34,112,2-3 m,2.925884,2.944201,18.3170,6260.33
Kartierung Versuch 3,34,113,2-3 m,2.353041,2.366865,13.8246,5875.21
Kartierung Versuch 3,34,114,1-2 m,1.103087,1.111081,7.9942,7247.09
Kartierung Versuch 3,34,115,1-2 m,1.585181,1.595909,10.7275,6767.37
Kartierung Versuch 3,34,116,2-3 m,2.128098,2.138365,10.2674,4824.67
Kartierung Versuch 3,34,117,1-2 m,1.746224,1.754336,8.1112,4644.98
Kartierung Versuch 3,34,118,1-2 m,1.428741,1.438456,9.7150,6799.70
Kartierung Versuch 3,34,119,1-2 m,1.391690,1.403258,11.5684,8312.48
Kartierung Versuch 3,34,120,2-3 m,2.558281,2.572742,14.4611,5652.67
Kartierung Versuch 3,34,121,2-3 m,2.227285,2.240992,13.7064,6153.85
Kartierung Versuch 3,34,122,2-3 m,2.024055,2.039055,14.9992,7410.48
Kartierung Versuch 3,34,123,1-2 m,1.988165,2.004864,16.6992,8399.32
Kartierung Versuch 3,34,200,2-3 m,2.702411,2.725458,23.0475,8528.50
Kartierung Versuch 3,34,202,3-4 m,3.130339,3.147438,17.0983,5462.11
Kartierung Versuch 3,34,203,2-3 m,2.111072,2.124902,13.8301,6551.24
Kartierung Versuch 3,35,36,1-2 m,1.697056,1.719578,22.5218,13271.12
Kartierung Versuch 3,35,37,2-3 m,2.400000,2.416845,16.8449,7018.69
Kartierung Versuch 3,35,38,1-2 m,1.697056,1.704600,7.5441,4445.38
Kartierung Versuch 3,35,39,0-1 m,0.600000,0.605540,5.5398,9233.02
Kartierung Versuch 3,35,40,0-1 m,0.600000,0.602709,2.7094,4515.71
Kartierung Versuch 3,35,41,2-3 m,2.473863,2.496706,22.8429,9233.69
Kartierung Versuch 3,35,42,2-3 m,2.473863,2.486459,12.5956,5091.47
Kartierung Versuch 3,35,43,2-3 m,2.163331,2.171649,8.3185,3845.24
Kartierung Versuch 3,35,44,0-1 m,0.600000,0.605258,5.2581,8763.47
Kartierung Versuch 3,35,45,2-3 m,2.163331,2.188580,25.2491,11671.39
Kartierung Versuch 3,35,46,3-4 m,3.000000,3.020232,20.2323,6744.08
Kartierung Versuch 3,35,47,0-1 m,0.848528,0.854741,6.2125,7321.52
Kartierung Versuch 3,35,48,0-1 m,0.848528,0.853272,4.7442,5591.04
Kartierung Versuch 3,35,49,3-4 m,3.059412,3.083431,24.0194,7850.99
Kartierung Versuch 3,35,50,3-4 m,3.059412,3.079196,19.7843,6466.68
Kartierung Versuch 3,35,51,2-3 m,2.683282,2.712009,28.7272,10706.00
Kartierung Versuch 3,35,52,2-3 m,2.683282,2.691659,8.3776,3122.15
Kartierung Versuch 3,35,53,3-4 m,3.231099,3.257226,26.1274,8086.24
Kartierung Versuch 3,35,54,3-4 m,3.231099,3.251973,20.8737,6460.26
Kartierung Versuch 3,35,55,2-3 m,2.683282,2.709740,26.4580,9860.32
Kartierung Versuch 3,35,56,2-3 m,2.683282,2.694547,11.2650,4198.21
Kartierung Versuch 3,35,57,1-2 m,1.200000,1.210526,10.5256,8771.30
Kartierung Versuch 3,35,58,1-2 m,1.200000,1.204477,4.4772,3731.01
Kartierung Versuch 3,35,59,1-2 m,1.341641,1.352061,10.4206,7767.03
Kartierung Versuch 3,35,60,1-2 m,1.341641,1.346336,4.6950,3499.45
Kartierung Versuch 3,35,61,1-2 m,1.399428,1.417439,18.0105,12869.88
Kartierung Versuch 3,35,62,2-3 m,2.064558,2.091280,26.7222,12943.30
Kartierung Versuch 3,35,63,1-2 m,1.938659,1.959275,20.6159,10634.10
Kartierung Versuch 3,35,64,2-3 m,2.462194,2.490163,27.9693,11359.52
Kartierung Versuch 3,35,65,1-2 m,1.399428,1.404564,5.1359,3669.99
Kartierung Versuch 3,35,66,2-3 m,2.064558,2.074907,10.3488,5012.58
Kartierung Versuch 3,35,67,1-2 m,1.938659,1.944573,5.9135,3050.28
Kartierung Versuch 3,35,68,2-3 m,2.462194,2.474086,11.8922,4829.93
Kartierung Versuch 3,35,100,2-3 m,2.846050,2.872245,26.1955,9204.16
Kartierung Versuch 3,35,101,2-3 m,2.716616,2.739541,22.9254,8438.94
Kartierung Versuch 3,35,102,2-3 m,2.716616,2.734048,17.4320,6416.81
Kartierung Versuch 3,35,103,2-3 m,2.846050,2.860195,14.1448,4969.98
Kartierung Versuch 3,35,104,2-3 m,2.284732,2.309117,24.3854,10673.19
Kartierung Versuch 3,35,105,2-3 m,2.128967,2.148362,19.3950,9110.04
Kartierung Versuch 3,35,106,2-3 m,2.128967,2.141271,12.3036,5779.15
Kartierung Versuch 3,35,107,2-3 m,2.284732,2.293120,8.3877,3671.18
Kartierung Versuch 3,35,108,2-3 m,2.580698,2.609797,29.0990,11275.65
Kartierung Versuch 3,35,109,2-3 m,2.121320,2.148059,26.7390,12604.88
Kartierung Versuch 3,35,110,2-3 m,2.121320,2.131043,9.7230,4583.48
Kartierung Versuch 3,35,111,2-3 m,2.580698,2.589417,8.7192,3378.64
Kartierung Versuch 3,35,112,2-3 m,2.284732,2.308902,24.1705,10579.12
Kartierung Versuch 3,35,113,1-2 m,1.749286,1.770447,21.1612,12097.04
Kartierung Versuch 3,35,114,1-2 m,1.749286,1.755917,6.6310,3790.71
Kartierung Versuch 3,35,115,2-3 m,2.284732,2.291882,7.1502,3129.54
Kartierung Versuch 3,35,116,0-1 m,0.948683,0.959498,10.8145,11399.50
