karte,tag_a,tag_b,basislaenge_klasse,d_ref_m,d_karte_m,fehler_mm,rel_fehler_ppm
Kartierung Versuch 3,11,103,2-3 m,2.174948,2.182553,7.6045,3496.41
Kartierung Versuch 3,11,104,1-2 m,1.647544,1.663413,15.8691,9631.98
Kartierung Versuch 3,11,105,1-2 m,1.423692,1.434856,11.1634,7841.18
Kartierung Versuch 3,11,106,1-2 m,1.423692,1.428462,4.7693,3349.96
Kartierung Versuch 3,11,107,1-2 m,1.647544,1.650348,2.8043,1702.13
Kartierung Versuch 3,11,108,2-3 m,2.240179,2.260238,20.0592,8954.29
Kartierung Versuch 3,11,109,1-2 m,1.690680,1.707819,17.1390,10137.32
Kartierung Versuch 3,11,110,1-2 m,1.690680,1.698703,8.0225,4745.12
Kartierung Versuch 3,11,111,2-3 m,2.240179,2.249663,9.4843,4233.74
Kartierung Versuch 3,11,112,2-3 m,2.107700,2.124012,16.3115,7739.00
Kartierung Versuch 3,11,113,1-2 m,1.510761,1.523096,12.3349,8164.69
Kartierung Versuch 3,11,114,1-2 m,1.510761,1.518727,7.9656,5272.56
Kartierung Versuch 3,11,115,2-3 m,2.107700,2.117838,10.1378,4809.88
Kartierung Versuch 3,11,116,0-1 m,0.993177,0.997993,4.8164,4849.52
Kartierung Versuch 3,11,117,0-1 m,0.546717,0.548683,1.9660,3595.95
Kartierung Versuch 3,11,118,0-1 m,0.546717,0.554350,7.6326,13960.80
Kartierung Versuch 3,11,119,0-1 m,0.993177,1.002923,9.7465,9813.49
Kartierung Versuch 3,11,120,1-2 m,1.360294,1.368690,8.3962,6172.37
Kartierung Versuch 3,11,121,1-2 m,1.063203,1.071844,8.6416,8127.91
Kartierung Versuch 3,11,122,1-2 m,1.063203,1.075238,12.0349,11319.46
Kartierung Versuch 3,11,123,1-2 m,1.360294,1.373946,13.6522,10036.20
Kartierung Versuch 3,11,200,2-3 m,2.570880,2.592101,21.2204,8254.15
Kartierung Versuch 3,11,202,2-3 m,2.028158,2.040903,12.7449,6283.97
Kartierung Versuch 3,11,203,2-3 m,2.028158,2.040709,12.5506,6188.19
Kartierung Versuch 3,12,13,0-1 m,0.865332,0.870684,5.3513,6184.09
Kartierung Versuch 3,12,14,0-1 m,0.865332,0.874520,9.1876,10617.46
Kartierung Versuch 3,12,15,0-1 m,0.536656,0.540325,3.6685,6835.92
Kartierung Versuch 3,12,16,0-1 m,0.536656,0.542187,5.5308,10305.97
Kartierung Versuch 3,12,17,0-1 m,0.989545,0.996438,6.8928,6965.65
Kartierung Versuch 3,12,18,0-1 m,0.989545,0.999032,9.4866,9586.85
Kartierung Versuch 3,12,19,0-1 m,0.240000,0.242314,2.3139,9641.11
Kartierung Versuch 3,12,20,0-1 m,0.240000,0.241769,1.7687,7369.78
Kartierung Versuch 3,12,21,1-2 m,1.073313,1.079556,6.2431,5816.68
Kartierung Versuch 3,12,22,1-2 m,1.073313,1.083967,10.6540,9926.27
Kartierung Versuch 3,12,23,0-1 m,0.480000,0.484157,4.1567,8659.87
Kartierung Versuch 3,12,24,0-1 m,0.480000,0.483771,3.7714,7857.01
Kartierung Versuch 3,12,25,0-1 m,0.865332,0.870800,5.4677,6318.60
Kartierung Versuch 3,12,26,0-1 m,0.865332,0.873737,8.4045,9712.43
Kartierung Versuch 3,12,27,1-2 m,1.018234,1.024570,6.3362,6222.75
Kartierung Versuch 3,12,28,0-1 m,0.758947,0.764383,5.4360,7162.54
Kartierung Versuch 3,12,29,1-2 m,1.018234,1.028561,10.3267,10141.83
Kartierung Versuch 3,12,30,0-1 m,0.758947,0.765729,6.7826,8936.89
Kartierung Versuch 3,12,31,1-2 m,1.200000,1.206505,6.5048,5420.70
Kartierung Versuch 3,12,32,0-1 m,0.720000,0.725713,5.7126,7934.18
Kartierung Versuch 3,12,33,1-2 m,1.200000,1.211632,11.6321,9693.43
Kartierung Versuch 3,12,34,0-1 m,0.720000,0.725043,5.0429,7003.96
Kartierung Versuch 3,12,35,1-2 m,1.680000,1.696166,16.1664,9622.88
Kartierung Versuch 3,12,36,1-2 m,1.292440,1.300356,7.9160,6124.89
Kartierung Versuch 3,12,37,0-1 m,0.720000,0.720680,0.6797,943.98
Kartierung Versuch 3,12,38,1-2 m,1.292440,1.302659,10.2193,7906.96
Kartierung Versuch 3,12,39,1-2 m,1.783928,1.796338,12.4100,6956.53
Kartierung Versuch 3,12,40,1-2 m,1.783928,1.802526,18.5980,10425.33
Kartierung Versuch 3,12,41,0-1 m,0.937230,0.945116,7.8860,8414.17
Kartierung Versuch 3,12,42,0-1 m,0.937230,0.936072,-1.1582,-1235.80
Kartierung Versuch 3,12,43,1-2 m,1.862901,1.876029,13.1284,7047.29
Kartierung Versuch 3,12,44,2-3 m,2.280000,2.301419,21.4186,9394.13
Kartierung Versuch 3,12,45,1-2 m,1.862901,1.875416,12.5154,6718.21
Kartierung Versuch 3,12,46,1-2 m,1.320000,1.324068,4.0678,3081.63
Kartierung Versuch 3,12,47,2-3 m,2.357626,2.375206,17.5800,7456.67
Kartierung Versuch 3,12,48,2-3 m,2.357626,2.379857,22.2311,9429.44
Kartierung Versuch 3,12,49,1-2 m,1.449966,1.458450,8.4849,5851.80
Kartierung Versuch 3,12,50,1-2 m,1.449966,1.454310,4.3441,2996.03
Kartierung Versuch 3,12,51,2-3 m,2.447529,2.464520,16.9906,6941.92
Kartierung Versuch 3,12,52,2-3 m,2.447529,2.463490,15.9602,6520.94
Kartierung Versuch 3,12,53,1-2 m,1.783928,1.794771,10.8424,6077.84
Kartierung Versuch 3,12,54,1-2 m,1.783928,1.792380,8.4520,4737.86
Kartierung Versuch 3,12,55,1-2 m,1.399428,1.410482,11.0531,7898.32
Kartierung Versuch 3,12,56,1-2 m,1.399428,1.402810,3.3820,2416.69
Kartierung Versuch 3,12,57,2-3 m,2.064558,2.076963,12.4046,6008.38
Kartierung Versuch 3,12,58,2-3 m,2.064558,2.084794,20.2359,9801.54
Kartierung Versuch 3,12,59,2-3 m,2.576509,2.593890,17.3812,6746.02
Kartierung Versuch 3,12,60,2-3 m,2.576509,2.599399,22.8900,8884.11
Kartierung Versuch 3,12,61,1-2 m,1.536750,1.544741,7.9913,5200.11
Kartierung Versuch 3,12,62,1-2 m,1.200000,1.209466,9.4659,7888.28
Kartierung Versuch 3,12,63,2-3 m,2.040000,2.051969,11.9688,5867.08
Kartierung Versuch 3,12,64,1-2 m,1.800000,1.812876,12.8762,7153.45
Kartierung Versuch 3,12,65,1-2 m,1.536750,1.549967,13.2176,8601.02
Kartierung Versuch 3,12,66,1-2 m,1.200000,1.207604,7.6042,6336.80
Kartierung Versuch 3,12,67,2-3 m,2.040000,2.054939,14.9391,7323.07
Kartierung Versuch 3,12,68,1-2 m,1.800000,1.812965,12.9646,7202.54
Kartierung Versuch 3,12,100,1-2 m,1.360294,1.371304,11.0100,8093.83
Kartierung Versuch 3,12,101,1-2 m,1.063203,1.070626,7.4233,6982.01
Kartierung Versuch 3,12,102,1-2 m,1.063203,1.064406,1.2029,1131.38
Kartierung Versuch 3,12,103,1-2 m,1.360294,1.361734,1.4401,1058.69
Kartierung Versuch 3,12,104,0-1 m,0.993177,1.003037,9.8606,9928.36
Kartierung Versuch 3,12,105,0-1 m,0.546717,0.551790,5.0724,9277.96
Kartierung Versuch 3,12,106,0-1 m,0.546717,0.544313,-2.4045,-4398.15
Kartierung Versuch 3,12,107,0-1 m,0.993177,0.993847,0.6699,674.46
Kartierung Versuch 3,12,108,2-3 m,2.107700,2.122536,14.8362,7039.03
Kartierung Versuch 3,12,109,1-2 m,1.510761,1.521333,10.5717,6997.60
Kartierung Versuch 3,12,110,1-2 m,1.510761,1.520945,10.1836,6740.69
Kartierung Versuch 3,12,111,2-3 m,2.107700,2.121096,13.3955,6355.50
Kartierung Versuch 3,12,112,2-3 m,2.240179,2.254252,14.0737,6282.41
Kartierung Versuch 3,12,113,1-2 m,1.690680,1.700440,9.7596,5772.56
Kartierung Versuch 3,12,114,1-2 m,1.690680,1.703826,13.1452,7775.10
Kartierung Versuch 3,12,115,2-3 m,2.240179,2.255855,15.6760,6997.66
Kartierung Versuch 3,12,116,1-2 m,1.647544,1.657078,9.5343,5786.99
Kartierung Versuch 3,12,117,1-2 m,1.423692,1.434169,10.4765,7358.67
Kartierung Versuch 3,12,118,1-2 m,1.423692,1.438595,14.9023,10467.36
Kartierung Versuch 3,12,119,1-2 m,1.647544,1.664608,17.0640,10357.23
Kartierung Versuch 3,12,120,2-3 m,2.174948,2.189935,14.9871,6890.77
Kartierung Versuch 3,12,121,2-3 m,2.002598,2.019473,16.8751,8426.62
Kartierung Versuch 3,12,122,2-3 m,2.002598,2.022414,19.8154,9894.83
Kartierung Versuch 3,12,123,2-3 m,2.174948,2.196529,21.5810,9922.55
Kartierung Versuch 3,12,200,2-3 m,2.028158,2.045111,16.9529,8358.75
Kartierung Versuch 3,12,202,2-3 m,2.570880,2.585322,14.4413,5617.27
Kartierung Versuch 3,12,203,2-3 m,2.570880,2.590054,19.1742,7458.23
Kartierung Versuch 3,13,14,0-1 m,0.960000,0.968064,8.0641,8400.10
Kartierung Versuch 3,13,15,0-1 m,0.480000,0.484841,4.8413,10086.13
Kartierung Versuch 3,13,16,1-2 m,1.073313,1.080015,6.7023,6244.54
Kartierung Versuch 3,13,17,0-1 m,0.339411,0.343702,4.2907,12641.50
Kartierung Versuch 3,13,18,0-1 m,0.758947,0.767166,8.2197,10830.44
Kartierung Versuch 3,13,19,0-1 m,0.758947,0.764754,5.8071,7651.57
Kartierung Versuch 3,13,20,1-2 m,1.018234,1.024255,6.0210,5913.18
Kartierung Versuch 3,13,21,0-1 m,0.240000,0.242026,2.0264,8443.19
Kartierung Versuch 3,13,22,0-1 m,0.989545,0.999067,9.5218,9622.40
Kartierung Versuch 3,13,23,0-1 m,0.720000,0.726771,6.7706,9403.58
Kartierung Versuch 3,13,24,1-2 m,1.200000,1.207151,7.1507,5958.89
Kartierung Versuch 3,13,25,0-1 m,0.339411,0.343061,3.6499,10753.50
Kartierung Versuch 3,13,26,1-2 m,1.223765,1.232209,8.4443,6900.25
Kartierung Versuch 3,13,27,0-1 m,0.240000,0.242091,2.0911,8712.78
Kartierung Versuch 3,13,28,0-1 m,0.536656,0.543094,6.4379,11996.25
Kartierung Versuch 3,13,29,1-2 m,1.200000,1.209598,9.5978,7998.19
Kartierung Versuch 3,13,30,1-2 m,1.292440,1.300464,8.0247,6208.97
Kartierung Versuch 3,13,31,0-1 m,0.339411,0.340454,1.0430,3073.09
Kartierung Versuch 3,13,32,0-1 m,0.758947,0.767360,8.4134,11085.64
Kartierung Versuch 3,13,33,1-2 m,1.223765,1.234262,10.4970,8577.65
Kartierung Versuch 3,13,34,1-2 m,1.399428,1.407240,7.8112,5581.70
Kartierung Versuch 3,13,35,1-2 m,1.073313,1.088285,14.9723,13949.66
Kartierung Versuch 3,13,36,0-1 m,0.758947,0.765666,6.7198,8854.11
Kartierung Versuch 3,13,37,1-2 m,1.517893,1.522232,4.3389,2858.48
Kartierung Versuch 3,13,38,1-2 m,1.697056,1.707912,10.8557,6396.79
Kartierung Versuch 3,13,39,0-1 m,0.967471,0.976126,8.6551,8946.11
Kartierung Versuch 3,13,40,1-2 m,1.444991,1.462372,17.3811,12028.53
Kartierung Versuch 3,13,41,1-2 m,1.444991,1.453443,8.4521,5849.21
Kartierung Versuch 3,13,42,1-2 m,1.800000,1.804147,4.1470,2303.90
Kartierung Versuch 3,13,43,2-3 m,2.292597,2.306650,14.0532,6129.83
Kartierung Versuch 3,13,44,1-2 m,1.632176,1.651179,19.0022,11642.26
Kartierung Versuch 3,13,45,1-2 m,1.341641,1.352037,10.3962,7748.91
Kartierung Versuch 3,13,46,2-3 m,2.095710,2.102709,6.9990,3339.69
Kartierung Versuch 3,13,47,1-2 m,1.564609,1.578153,13.5448,8657.01
Kartierung Versuch 3,13,48,1-2 m,1.897367,1.917632,20.2658,10681.01
Kartierung Versuch 3,13,49,2-3 m,2.043526,2.053362,9.8357,4813.08
Kartierung Versuch 3,13,50,2-3 m,2.308246,2.317615,9.3692,4059.02
Kartierung Versuch 3,13,51,1-2 m,1.934942,1.949565,14.6230,7557.33
Kartierung Versuch 3,13,52,2-3 m,2.889983,2.906352,16.3694,5664.17
Kartierung Versuch 3,13,53,2-3 m,2.163331,2.174681,11.3504,5246.72
Kartierung Versuch 3,13,54,2-3 m,2.642726,2.656572,13.8464,5239.44
Kartierung Versuch 3,13,55,1-2 m,1.609969,1.621456,11.4872,7135.06
Kartierung Versuch 3,13,56,2-3 m,2.212691,2.220278,7.5877,3429.16
Kartierung Versuch 3,13,57,1-2 m,1.200000,1.206954,6.9538,5794.86
Kartierung Versuch 3,13,58,1-2 m,1.934942,1.953599,18.6570,9642.15
Kartierung Versuch 3,13,59,1-2 m,1.718139,1.730464,12.3251,7173.54
Kartierung Versuch 3,13,60,2-3 m,2.292597,2.313152,20.5552,8965.89
Kartierung Versuch 3,13,61,0-1 m,0.758947,0.762528,3.5810,4718.32
Kartierung Versuch 3,13,62,1-2 m,1.018234,1.029410,11.1762,10976.09
Kartierung Versuch 3,13,63,1-2 m,1.341641,1.349446,7.8049,5817.42
Kartierung Versuch 3,13,64,1-2 m,1.503596,1.516073,12.4772,8298.27
Kartierung Versuch 3,13,65,1-2 m,1.697056,1.709834,12.7773,7529.11
Kartierung Versuch 3,13,66,1-2 m,1.827786,1.837756,9.9708,5455.15
Kartierung Versuch 3,13,67,2-3 m,2.292597,2.307394,14.7976,6454.53
Kartierung Versuch 3,13,68,2-3 m,2.390983,2.406009,15.0261,6284.50
Kartierung Versuch 3,13,100,1-2 m,1.789972,1.801523,11.5512,6453.30
Kartierung Versuch 3,13,101,1-2 m,1.749286,1.758203,8.9178,5097.98
Kartierung Versuch 3,13,102,1-2 m,1.906830,1.912551,5.7211,3000.32
Kartierung Versuch 3,13,103,2-3 m,2.220811,2.227544,6.7337,3032.08
Kartierung Versuch 3,13,104,1-2 m,1.214907,1.224409,9.5020,7821.17
Kartierung Versuch 3,13,105,1-2 m,1.147388,1.152652,5.2638,4587.65
Kartierung Versuch 3,13,106,1-2 m,1.410142,1.413036,2.8938,2052.10
Kartierung Versuch 3,13,107,1-2 m,1.789972,1.794164,4.1920,2341.95
Kartierung Versuch 3,13,108,1-2 m,1.707630,1.721459,13.8289,8098.31
Kartierung Versuch 3,13,109,1-2 m,1.154123,1.165002,10.8790,9426.22
Kartierung Versuch 3,13,110,2-3 m,2.052316,2.064362,12.0461,5869.53
Kartierung Versuch 3,13,111,2-3 m,2.635906,2.650297,14.3910,5459.60
Kartierung Versuch 3,13,112,1-2 m,1.621111,1.631838,10.7277,6617.50
Kartierung Versuch 3,13,113,1-2 m,1.021763,1.028241,6.4778,6339.80
Kartierung Versuch 3,13,114,1-2 m,1.980909,1.994320,13.4116,6770.41
Kartierung Versuch 3,13,115,2-3 m,2.580698,2.596467,15.7693,6110.47
Kartierung Versuch 3,13,116,0-1 m,0.782304,0.786532,4.2277,5404.19
Kartierung Versuch 3,13,117,0-1 m,0.672681,0.681041,8.3597,12427.38
Kartierung Versuch 3,13,118,1-2 m,1.060424,1.074394,13.9697,13173.71
Kartierung Versuch 3,13,119,1-2 m,1.529706,1.545720,16.0141,10468.78
Kartierung Versuch 3,13,120,1-2 m,1.328157,1.338386,10.2290,7701.66
Kartierung Versuch 3,13,121,1-2 m,1.272792,1.287001,14.2088,11163.45
Kartierung Versuch 3,13,122,1-2 m,1.481891,1.500159,18.2686,12327.91
Kartierung Versuch 3,13,123,1-2 m,1.868689,1.888454,19.7646,10576.74
Kartierung Versuch 3,13,200,2-3 m,2.064516,2.078988,14.4719,7009.85
Kartierung Versuch 3,13,202,1-2 m,1.736152,1.745565,9.4126,5421.52
Kartierung Versuch 3,13,203,2-3 m,2.564337,2.583124,18.7866,7326.11
Kartierung Versuch 3,14,15,1-2 m,1.073313,1.085300,11.9876,11168.82
Kartierung Versuch 3,14,16,0-1 m,0.480000,0.483763,3.7633,7840.12
Kartierung Versuch 3,14,17,0-1 m,0.758947,0.763293,4.3467,5727.24
Kartierung Versuch 3,14,18,0-1 m,0.339411,0.340736,1.3251,3904.18
Kartierung Versuch 3,14,19,1-2 m,1.018234,1.029899,11.6655,11456.63
Kartierung Versuch 3,14,20,0-1 m,0.758947,0.766615,7.6679,10103.30
Kartierung Versuch 3,14,21,0-1 m,0.989545,0.995185,5.6400,5699.56
Kartierung Versuch 3,14,22,0-1 m,0.240000,0.241418,1.4181,5908.65
Kartierung Versuch 3,14,23,1-2 m,1.200000,1.213375,13.3751,11145.92
Kartierung Versuch 3,14,24,0-1 m,0.720000,0.726130,6.1299,8513.69
Kartierung Versuch 3,14,25,1-2 m,1.223765,1.235229,11.4646,9368.30
Kartierung Versuch 3,14,26,0-1 m,0.339411,0.341085,1.6736,4930.89
Kartierung Versuch 3,14,27,1-2 m,1.200000,1.210155,10.1551,8462.56
Kartierung Versuch 3,14,28,1-2 m,1.292440,1.306125,13.6855,10588.90
Kartierung Versuch 3,14,29,0-1 m,0.240000,0.241534,1.5341,6392.03
Kartierung Versuch 3,14,30,0-1 m,0.536656,0.539784,3.1275,5827.67
Kartierung Versuch 3,14,31,1-2 m,1.223765,1.231402,7.6371,6240.66
Kartierung Versuch 3,14,32,1-2 m,1.399428,1.414428,14.9999,10718.61
Kartierung Versuch 3,14,33,0-1 m,0.339411,0.341873,2.4622,7254.37
Kartierung Versuch 3,14,34,0-1 m,0.758947,0.763703,4.7567,6267.48
Kartierung Versuch 3,14,35,1-2 m,1.073313,1.080035,6.7220,6262.88
Kartierung Versuch 3,14,36,1-2 m,1.697056,1.711653,14.5968,8601.25
Kartierung Versuch 3,14,37,1-2 m,1.517893,1.528862,10.9687,7226.25
Kartierung Versuch 3,14,38,0-1 m,0.758947,0.762302,3.3556,4421.43
Kartierung Versuch 3,14,39,1-2 m,1.444991,1.451666,6.6750,4619.39
Kartierung Versuch 3,14,40,0-1 m,0.967471,0.976589,9.1186,9425.15
Kartierung Versuch 3,14,41,1-2 m,1.800000,1.816849,16.8490,9360.56
Kartierung Versuch 3,14,42,1-2 m,1.444991,1.450816,5.8243,4030.71
Kartierung Versuch 3,14,43,1-2 m,1.341641,1.347932,6.2910,4689.02
Kartierung Versuch 3,14,44,1-2 m,1.632176,1.644918,12.7411,7806.18
Kartierung Versuch 3,14,45,2-3 m,2.292597,2.311158,18.5615,8096.27
Kartierung Versuch 3,14,46,2-3 m,2.095710,2.110241,14.5312,6933.78
Kartierung Versuch 3,14,47,1-2 m,1.897367,1.908755,11.3882,6002.10
Kartierung Versuch 3,14,48,1-2 m,1.564609,1.577756,13.1470,8402.72
Kartierung Versuch 3,14,49,2-3 m,2.308246,2.326246,17.9998,7798.03
Kartierung Versuch 3,14,50,2-3 m,2.043526,2.056643,13.1164,6418.54
Kartierung Versuch 3,14,51,2-3 m,2.889983,2.912806,22.8237,7897.52
Kartierung Versuch 3,14,52,1-2 m,1.934942,1.943354,8.4123,4347.56
Kartierung Versuch 3,14,53,2-3 m,2.642726,2.662460,19.7337,7467.18
Kartierung Versuch 3,14,54,2-3 m,2.163331,2.177285,13.9544,6450.44
Kartierung Versuch 3,14,55,2-3 m,2.212691,2.232276,19.5854,8851.39
Kartierung Versuch 3,14,56,1-2 m,1.609969,1.614517,4.5485,2825.23
Kartierung Versuch 3,14,57,1-2 m,1.934942,1.944886,9.9439,5139.12
Kartierung Versuch 3,14,58,1-2 m,1.200000,1.211052,11.0520,9209.97
Kartierung Versuch 3,14,59,2-3 m,2.292597,2.305911,13.3140,5807.37
Kartierung Versuch 3,14,60,1-2 m,1.718139,1.731949,13.8108,8038.21
Kartierung Versuch 3,14,61,1-2 m,1.697056,1.708353,11.2970,6656.83
Kartierung Versuch 3,14,62,1-2 m,1.827786,1.846093,18.3078,10016.38
Kartierung Versuch 3,14,63,2-3 m,2.292597,2.308107,15.5100,6765.27
Kartierung Versuch 3,14,64,2-3 m,2.390983,2.411458,20.4749,8563.40
Kartierung Versuch 3,14,65,0-1 m,0.758947,0.763475,4.5284,5966.69
Kartierung Versuch 3,14,66,1-2 m,1.018234,1.022725,4.4916,4411.21
Kartierung Versuch 3,14,67,1-2 m,1.341641,1.348242,6.6009,4920.02
Kartierung Versuch 3,14,68,1-2 m,1.503596,1.511769,8.1728,5435.53
Kartierung Versuch 3,14,100,2-3 m,2.220811,2.240755,19.9444,8980.67
Kartierung Versuch 3,14,101,1-2 m,1.906830,1.924191,17.3608,9104.51
Kartierung Versuch 3,14,102,1-2 m,1.749286,1.760619,11.3338,6479.12
Kartierung Versuch 3,14,103,1-2 m,1.789972,1.797161,7.1886,4016.05
Kartierung Versuch 3,14,104,1-2 m,1.789972,1.808078,18.1063,10115.41
Kartierung Versuch 3,14,105,1-2 m,1.410142,1.424102,13.9605,9900.05
Kartierung Versuch 3,14,106,1-2 m,1.147388,1.153329,5.9407,5177.56
Kartierung Versuch 3,14,107,1-2 m,1.214907,1.216393,1.4856,1222.78
Kartierung Versuch 3,14,108,2-3 m,2.635906,2.657841,21.9346,8321.48
Kartierung Versuch 3,14,109,2-3 m,2.052316,2.070842,18.5265,9027.11
Kartierung Versuch 3,14,110,1-2 m,1.154123,1.159410,5.2873,4581.26
Kartierung Versuch 3,14,111,1-2 m,1.707630,1.714408,6.7785,3969.52
Kartierung Versuch 3,14,112,2-3 m,2.580698,2.599430,18.7322,7258.59
Kartierung Versuch 3,14,113,1-2 m,1.980909,1.995406,14.4970,7318.37
Kartierung Versuch 3,14,114,1-2 m,1.021763,1.027041,5.2779,5165.53
Kartierung Versuch 3,14,115,1-2 m,1.621111,1.628787,7.6762,4735.15
Kartierung Versuch 3,14,116,1-2 m,1.529706,1.537287,7.5814,4956.10
Kartierung Versuch 3,14,117,1-2 m,1.060424,1.064184,3.7591,3544.95
Kartierung Versuch 3,14,118,0-1 m,0.672681,0.677815,5.1342,7632.48
Kartierung Versuch 3,14,119,0-1 m,0.782304,0.790167,7.8632,10051.30
Kartierung Versuch 3,14,120,1-2 m,1.868689,1.879246,10.5571,5649.46
Kartierung Versuch 3,14,121,1-2 m,1.481891,1.490801,8.9101,6012.65
Kartierung Versuch 3,14,122,1-2 m,1.272792,1.283249,10.4564,8215.31
Kartierung Versuch 3,14,123,1-2 m,1.328157,1.340559,12.4019,9337.68
Kartierung Versuch 3,14,200,2-3 m,2.797110,2.821353,24.2430,8667.16
Kartierung Versuch 3,14,202,2-3 m,2.564337,2.579821,15.4840,6038.20
Kartierung Versuch 3,14,203,1-2 m,1.736152,1.746461,10.3087,5937.68
Kartierung Versuch 3,15,16,0-1 m,0.960000,0.968537,8.5372,8892.89
Kartierung Versuch 3,15,17,0-1 m,0.758947,0.767610,8.6633,11414.94
Kartierung Versuch 3,15,18,1-2 m,1.018234,1.030721,12.4875,12263.86
Kartierung Versuch 3,15,19,0-1 m,0.339411,0.341562,2.1511,6337.76
Kartierung Versuch 3,15,20,0-1 m,0.758947,0.764363,5.4168,7137.20
Kartierung Versuch 3,15,21,0-1 m,0.720000,0.726865,6.8654,9535.28
Kartierung Versuch 3,15,22,1-2 m,1.200000,1.213657,13.6567,11380.61
Kartierung Versuch 3,15,23,0-1 m,0.240000,0.241930,1.9301,8042.13
Kartierung Versuch 3,15,24,0-1 m,0.989545,0.996908,7.3629,7440.68
Kartierung Versuch 3,15,25,0-1 m,0.339411,0.341707,2.2956,6763.33
Kartierung Versuch 3,15,26,1-2 m,1.223765,1.235132,11.3675,9288.94
Kartierung Versuch 3,15,27,0-1 m,0.536656,0.540837,4.1811,7790.98
Kartierung Versuch 3,15,28,0-1 m,0.240000,0.241826,1.8259,7607.80
Kartierung Versuch 3,15,29,1-2 m,1.292440,1.305685,13.2459,10248.76
Kartierung Versuch 3,15,30,1-2 m,1.200000,1.209965,9.9648,8303.97
Kartierung Versuch 3,15,31,0-1 m,0.758947,0.764469,5.5227,7276.77
Kartierung Versuch 3,15,32,0-1 m,0.339411,0.342618,3.2063,9446.73
Kartierung Versuch 3,15,33,1-2 m,1.399428,1.413961,14.5322,10384.39
Kartierung Versuch 3,15,34,1-2 m,1.223765,1.232331,8.5665,7000.10
Kartierung Versuch 3,15,35,1-2 m,1.517893,1.537194,19.3011,12715.74
Kartierung Versuch 3,15,36,0-1 m,0.758947,0.763088,4.1413,5456.63
Kartierung Versuch 3,15,37,1-2 m,1.073313,1.073418,0.1052,98.02
Kartierung Versuch 3,15,38,1-2 m,1.697056,1.710548,13.4919,7950.17
Kartierung Versuch 3,15,39,1-2 m,1.444991,1.458585,13.5940,9407.67
Kartierung Versuch 3,15,40,1-2 m,1.800000,1.821762,21.7618,12089.87
Kartierung Versuch 3,15,41,0-1 m,0.967471,0.971127,3.6561,3779.03
Kartierung Versuch 3,15,42,1-2 m,1.444991,1.446914,1.9227,1330.59
Kartierung Versuch 3,15,43,2-3 m,2.292597,2.309171,16.5741,7229.42
Kartierung Versuch 3,15,44,2-3 m,2.095710,2.119410,23.6999,11308.76
Kartierung Versuch 3,15,45,1-2 m,1.341641,1.350189,8.5483,6371.49
Kartierung Versuch 3,15,46,1-2 m,1.632176,1.634420,2.2437,1374.66
Kartierung Versuch 3,15,47,2-3 m,2.043526,2.061905,18.3789,8993.72
Kartierung Versuch 3,15,48,2-3 m,2.308246,2.333137,24.8906,10783.35
Kartierung Versuch 3,15,49,1-2 m,1.564609,1.569621,5.0127,3203.81
Kartierung Versuch 3,15,50,1-2 m,1.897367,1.902909,5.5420,2920.87
Kartierung Versuch 3,15,51,1-2 m,1.934942,1.947884,12.9423,6688.75
Kartierung Versuch 3,15,52,2-3 m,2.889983,2.909205,19.2227,6651.49
Kartierung Versuch 3,15,53,1-2 m,1.718139,1.724894,6.7557,3932.01
Kartierung Versuch 3,15,54,2-3 m,2.292597,2.303759,11.1620,4868.70
Kartierung Versuch 3,15,55,1-2 m,1.200000,1.207007,7.0068,5838.97
Kartierung Versuch 3,15,56,1-2 m,1.934942,1.941974,7.0324,3634.41
Kartierung Versuch 3,15,57,1-2 m,1.609969,1.621383,11.4144,7089.85
Kartierung Versuch 3,15,58,2-3 m,2.212691,2.235793,23.1020,10440.68
Kartierung Versuch 3,15,59,2-3 m,2.163331,2.180172,16.8414,7784.96
Kartierung Versuch 3,15,60,2-3 m,2.642726,2.668051,25.3251,9582.96
Kartierung Versuch 3,15,61,1-2 m,1.018234,1.023320,5.0861,4994.98
Kartierung Versuch 3,15,62,0-1 m,0.758947,0.765268,6.3210,8328.67
Kartierung Versuch 3,15,63,1-2 m,1.503596,1.511981,8.3850,5576.63
Kartierung Versuch 3,15,64,1-2 m,1.341641,1.350633,8.9921,6702.32
Kartierung Versuch 3,15,65,1-2 m,1.827786,1.844141,16.3554,8948.19
Kartierung Versuch 3,15,66,1-2 m,1.697056,1.708242,11.1856,6591.17
Kartierung Versuch 3,15,67,2-3 m,2.390983,2.409132,18.1493,7590.71
Kartierung Versuch 3,15,68,2-3 m,2.292597,2.309196,16.5993,7240.37
Kartierung Versuch 3,15,100,1-2 m,1.328157,1.335051,6.8945,5191.04
Kartierung Versuch 3,15,101,1-2 m,1.272792,1.276831,4.0389,3173.23
Kartierung Versuch 3,15,102,1-2 m,1.481891,1.483514,1.6232,1095.36
Kartierung Versuch 3,15,103,1-2 m,1.868689,1.873108,4.4191,2364.79
Kartierung Versuch 3,15,104,0-1 m,0.782304,0.787494,5.1893,6633.34
Kartierung Versuch 3,15,105,0-1 m,0.672681,0.673102,0.4208,625.63
Kartierung Versuch 3,15,106,1-2 m,1.060424,1.061359,0.9346,881.39
Kartierung Versuch 3,15,107,1-2 m,1.529706,1.534023,4.3173,2822.28
Kartierung Versuch 3,15,108,1-2 m,1.621111,1.632030,10.9195,6735.83
